,price,number_of_reviews,number_of_answered_questions_num,average_review_rating_out_of_5,average_rating_bin
7703,6.9,4,1,4.5,Excellent
7704,53.95,3,1,5.0,Excellent
7705,98.11,4,1,5.0,Excellent
7706,9.99,1,1,4.0,Excellent
7707,0.0,1,1,4.0,Excellent
7708,4.95,17,0,4.6,Excellent
7709,17.99,29,0,4.6,Excellent
7710,6.99,79,4,4.7,Excellent
7711,8.95,3,4,4.3,Excellent
7712,14.0,1,4,5.0,Excellent
7713,11.99,36,4,4.4,Excellent
7714,14.99,20,4,4.1,Excellent
7715,7.49,3,4,5.0,Excellent
7716,9.99,30,1,4.9,Excellent
7717,0.0,1,1,5.0,Excellent
7718,34.95,12,1,4.9,Excellent
7719,0.0,4,1,4.3,Excellent
7720,27.0,9,1,4.9,Excellent
7721,4.75,2,1,5.0,Excellent
7722,5.99,3,1,4.3,Excellent
7723,6.53,3,1,4.7,Excellent
7724,6.25,26,1,4.6,Excellent
7725,65.0,1,1,5.0,Excellent
7726,0.0,3,1,4.7,Excellent
7727,42.95,23,1,4.7,Excellent
7728,9.97,2,1,4.5,Excellent
7729,0.0,36,1,4.4,Excellent
7730,14.99,1,1,5.0,Excellent
7731,40.44,13,1,4.7,Excellent
7732,4.95,7,1,5.0,Excellent
7733,7.85,30,7,4.4,Excellent
7734,11.95,43,5,4.2,Excellent
7735,9.49,4,5,5.0,Excellent
7736,8.49,4,5,4.8,Excellent
7737,0.0,1,5,5.0,Excellent
7738,78.62,13,1,4.9,Excellent
7739,7.95,4,1,4.5,Excellent
7740,4.75,6,1,4.2,Excellent
7741,4.99,5,1,5.0,Excellent
7742,6.99,3,1,4.7,Excellent
7743,2.65,1,1,5.0,Excellent
7744,6.8,23,1,4.9,Excellent
7745,8.8,1,1,5.0,Excellent
7746,6.37,3,1,4.7,Excellent
7747,8.49,3,1,4.7,Excellent
7748,0.0,2,1,4.5,Excellent
7749,11.5,42,1,4.4,Excellent
7750,11.99,43,2,4.8,Excellent
7751,14.99,2,2,5.0,Excellent
7752,54.37,3,2,4.0,Excellent
7753,3.99,1,2,5.0,Excellent
7754,7.49,10,2,4.8,Excellent
7755,5.95,1,2,5.0,Excellent
7756,0.0,2,2,4.5,Excellent
7757,4.29,7,2,4.6,Excellent
7758,0.0,6,2,4.2,Excellent
7759,0.0,2,2,4.5,Excellent
7760,20.0,3,2,4.3,Excellent
7761,0.0,1,2,5.0,Excellent
7762,6.84,21,2,4.8,Excellent
7763,7.0,4,1,4.8,Excellent
7764,4.69,15,1,4.5,Excellent
7765,14.21,1,1,5.0,Excellent
7766,24.99,41,1,4.3,Excellent
7767,14.99,6,1,4.7,Excellent
7768,4.99,34,1,4.9,Excellent
7769,77.44,4,1,5.0,Excellent
7770,42.94,3,1,4.0,Excellent
7771,14.99,2,1,5.0,Excellent
7772,2.28,1,1,5.0,Excellent
7773,4.99,2,1,4.0,Excellent
7774,159.99,70,0,4.3,Excellent
7775,40.0,20,1,4.6,Excellent
7776,4.69,1,1,4.0,Excellent
7777,50.99,5,1,5.0,Excellent
7778,0.0,5,1,4.8,Excellent
7779,11.33,1,1,5.0,Excellent
7780,9.6,55,1,4.7,Excellent
7781,2.65,1,1,5.0,Excellent
7782,7.49,10,1,4.8,Excellent
7783,9.99,10,1,4.9,Excellent
7784,6.75,1,1,5.0,Excellent
7785,0.0,1,1,5.0,Excellent
7786,17.98,1,1,5.0,Excellent
7787,25.99,11,1,4.3,Excellent
7788,12.85,8,1,4.9,Excellent
7789,8.08,1,1,5.0,Excellent
7790,6.17,3,1,4.7,Excellent
7791,70.0,1,1,5.0,Excellent
7792,11.99,8,1,4.5,Excellent
7793,21.75,122,3,4.6,Excellent
7794,5.49,2,3,4.0,Excellent
7795,0.0,21,3,4.6,Excellent
7796,180.0,1,1,5.0,Excellent
7797,7.29,29,1,4.6,Excellent
7798,56.04,2,1,4.5,Excellent
7799,0.0,2,1,4.5,Excellent
7800,0.0,1,1,5.0,Excellent
7801,0.0,1,1,5.0,Excellent
7802,5.93,21,1,4.8,Excellent
7803,58.92,1,1,5.0,Excellent
7804,11.36,5,1,4.6,Excellent
7805,16.63,7,1,4.3,Excellent
7806,6.45,10,1,5.0,Excellent
7807,14.61,4,1,4.8,Excellent
7808,28.91,3,1,5.0,Excellent
7809,0.0,7,1,4.9,Excellent
7810,0.0,2,1,5.0,Excellent
7811,10.75,1,1,5.0,Excellent
7812,126.2,1,1,5.0,Excellent
7813,2.99,2,1,4.0,Excellent
7814,7.49,1,1,4.0,Excellent
7815,10.1,1,1,5.0,Excellent
7816,13.5,1,1,5.0,Excellent
7817,7.49,14,1,4.6,Excellent
7818,7.77,13,1,4.7,Excellent
7819,10.99,11,1,4.9,Excellent
7820,16.99,13,1,4.7,Excellent
7821,7.85,8,1,5.0,Excellent
7822,21.9,5,1,4.6,Excellent
7823,29.99,5,1,4.8,Excellent
7824,0.0,1,1,4.0,Excellent
7825,11.56,8,1,5.0,Excellent
7826,16.5,4,1,4.0,Excellent
7827,0.0,1,1,4.0,Excellent
7828,3.99,2,1,5.0,Excellent
7829,29.97,1,1,5.0,Excellent
7830,20.53,4,1,4.8,Excellent
7831,11.95,2,1,5.0,Excellent
7832,5.71,6,1,4.8,Excellent
7833,31.88,2,1,5.0,Excellent
7834,14.99,9,1,4.8,Excellent
7835,7.49,47,1,4.8,Excellent
7836,4.43,1,1,4.0,Excellent
7837,25.0,4,1,4.3,Excellent
7838,6.99,11,1,4.7,Excellent
7839,7.35,7,1,4.9,Excellent
7840,5.99,4,1,4.3,Excellent
7841,4.95,5,1,4.6,Excellent
7842,7.4,14,1,4.2,Excellent
7843,89.0,1,1,5.0,Excellent
7844,8.45,1,1,4.0,Excellent
7845,7.96,100,10,4.6,Excellent
7846,3.3,1,10,5.0,Excellent
7847,20.0,38,1,4.1,Excellent
7848,109.99,9,3,4.7,Excellent
7849,0.0,1,3,5.0,Excellent
7850,10.81,2,3,4.5,Excellent
7851,18.06,11,3,4.0,Excellent
7852,54.99,3,3,5.0,Excellent
7853,9.99,25,3,4.9,Excellent
7854,4.99,18,3,4.2,Excellent
7855,0.0,14,3,4.7,Excellent
7856,0.0,1,3,5.0,Excellent
7857,5.99,3,3,5.0,Excellent
7858,0.0,48,3,4.5,Excellent
7859,0.0,1,3,5.0,Excellent
7860,20.98,16,3,4.8,Excellent
7861,48.45,9,3,4.9,Excellent
7862,22.5,3,3,5.0,Excellent
7863,3.52,1,3,4.0,Excellent
7864,11.32,23,3,4.9,Excellent
7865,7.17,12,3,5.0,Excellent
7866,6.99,0,3,0.0,Worst
7867,34.79,2,3,5.0,Excellent
7868,36.6,6,3,4.2,Excellent
7869,19.9,2,3,5.0,Excellent
7870,19.7,2,1,5.0,Excellent
7871,16.99,15,1,4.2,Excellent
7872,23.89,1,1,5.0,Excellent
7873,24.0,4,1,4.8,Excellent
7874,35.29,21,1,4.9,Excellent
7875,11.99,12,1,4.2,Excellent
7876,14.2,1,1,5.0,Excellent
7877,9.99,11,2,4.7,Excellent
7878,29.92,1,2,5.0,Excellent
7879,14.99,3,2,4.0,Excellent
7880,0.0,8,2,4.1,Excellent
7881,19.6,1,2,5.0,Excellent
7882,26.38,3,2,4.7,Excellent
7883,47.94,28,2,4.8,Excellent
7884,0.0,1,2,5.0,Excellent
7885,13.78,6,2,4.2,Excellent
7886,22.57,1,2,5.0,Excellent
7887,18.99,19,2,4.6,Excellent
7888,19.99,4,1,4.8,Excellent
7889,0.0,2,1,5.0,Excellent
7890,10.48,1,1,5.0,Excellent
7891,0.0,1,1,5.0,Excellent
7892,20.01,1,1,5.0,Excellent
7893,5.91,1,1,5.0,Excellent
7894,15.39,1,1,5.0,Excellent
7895,15.99,1,1,5.0,Excellent
7896,28.12,1,1,5.0,Excellent
7897,5.0,6,1,4.5,Excellent
7898,24.49,38,1,4.1,Excellent
7899,44.81,2,1,5.0,Excellent
7900,5.98,1,1,5.0,Excellent
7901,29.83,12,1,4.8,Excellent
7902,16.89,5,1,4.6,Excellent
7903,22.25,1,1,5.0,Excellent
7904,4.99,2,1,4.0,Excellent
7905,9.99,2,1,4.5,Excellent
7906,8.0,3,1,4.7,Excellent
7907,0.0,5,0,4.4,Excellent
7908,4.99,2,0,5.0,Excellent
7909,8.95,2,0,4.0,Excellent
7910,5.7,1,0,5.0,Excellent
7911,0.0,6,0,4.0,Excellent
7912,0.0,13,0,4.5,Excellent
7913,11.49,9,0,4.9,Excellent
7914,214.99,17,4,4.2,Excellent
7915,0.0,12,4,4.7,Excellent
7916,5.99,2,4,5.0,Excellent
7917,13.79,2,4,4.5,Excellent
7918,0.0,15,4,4.0,Excellent
7919,29.9,1,4,5.0,Excellent
7920,29.99,7,4,4.0,Excellent
7921,139.93,36,3,4.5,Excellent
7922,17.99,16,3,5.0,Excellent
7923,12.49,4,3,4.5,Excellent
7924,18.4,2,3,5.0,Excellent
7925,22.9,14,3,4.9,Excellent
7926,8.54,2,3,5.0,Excellent
7927,12.99,17,3,4.8,Excellent
7928,15.98,1,3,4.0,Excellent
7929,8.9,3,3,5.0,Excellent
7930,7.98,5,3,4.6,Excellent
7931,0.0,1,3,4.0,Excellent
7932,9.99,3,3,4.3,Excellent
7933,0.0,15,3,4.0,Excellent
7934,24.95,1,3,5.0,Excellent
7935,7.99,1,3,5.0,Excellent
7936,0.0,12,3,4.9,Excellent
7937,8.35,1,3,4.0,Excellent
7938,24.42,1,3,5.0,Excellent
7939,20.0,3,3,5.0,Excellent
7940,5.87,24,1,4.8,Excellent
7941,13.48,1,1,4.0,Excellent
7942,12.95,1,1,5.0,Excellent
7943,0.0,1,1,5.0,Excellent
7944,0.0,1,1,5.0,Excellent
7945,9.85,1,1,5.0,Excellent
7946,29.99,16,1,4.3,Excellent
7947,28.17,3,1,5.0,Excellent
7948,0.0,7,1,4.7,Excellent
7949,4.49,1,1,5.0,Excellent
7950,20.51,1,1,4.0,Excellent
7951,20.0,8,1,5.0,Excellent
7952,0.0,2,1,4.0,Excellent
7953,0.0,1,1,5.0,Excellent
7954,5.99,2,1,4.5,Excellent
7955,7.75,2,1,5.0,Excellent
7956,16.95,12,1,4.9,Excellent
7957,29.95,2,1,5.0,Excellent
7958,156.11,1,1,5.0,Excellent
7959,10.95,2,1,5.0,Excellent
7960,2.99,1,1,5.0,Excellent
7961,0.0,10,1,4.6,Excellent
7962,32.5,1,1,5.0,Excellent
7963,8.99,5,1,4.4,Excellent
7964,8.45,3,1,5.0,Excellent
7965,17.27,2,1,5.0,Excellent
7966,34.75,1,1,5.0,Excellent
7967,109.99,1,1,5.0,Excellent
7968,0.0,1,1,5.0,Excellent
7969,24.99,4,1,5.0,Excellent
7970,0.0,1,1,5.0,Excellent
7971,32.49,7,2,4.9,Excellent
7972,47.99,11,2,4.9,Excellent
7973,13.4,1,2,5.0,Excellent
7974,44.56,1,2,5.0,Excellent
7975,0.0,1,2,5.0,Excellent
7976,17.49,1,2,5.0,Excellent
7977,6.45,2,2,5.0,Excellent
7978,75.98,1,2,4.0,Excellent
7979,11.79,9,2,4.6,Excellent
7980,19.97,4,2,4.8,Excellent
7981,37.0,155,4,4.4,Excellent
7982,9.99,3,4,5.0,Excellent
7983,24.99,1,4,5.0,Excellent
7984,11.99,1,4,5.0,Excellent
7985,2.99,1,4,5.0,Excellent
7986,8.98,1,4,5.0,Excellent
7987,0.0,1,4,5.0,Excellent
7988,0.0,11,4,4.5,Excellent
7989,20.0,1,4,5.0,Excellent
7990,5.81,12,4,4.9,Excellent
7991,12.99,8,4,4.6,Excellent
7992,44.83,1,4,5.0,Excellent
7993,5.99,1,4,4.0,Excellent
7994,10.2,1,4,4.0,Excellent
7995,8.18,1,1,5.0,Excellent
7996,0.0,17,1,5.0,Excellent
7997,13.52,9,1,4.8,Excellent
7998,0.0,7,1,4.7,Excellent
7999,13.91,2,1,4.5,Excellent
8000,9.75,1,1,5.0,Excellent
8001,12.45,20,4,4.7,Excellent
8002,19.36,1,4,5.0,Excellent
8003,13.99,1,4,5.0,Excellent
8004,23.38,2,4,5.0,Excellent
8005,12.95,1,4,5.0,Excellent
8006,12.49,7,4,4.3,Excellent
8007,14.95,8,4,4.9,Excellent
8008,0.0,1,4,5.0,Excellent
8009,13.82,1,4,5.0,Excellent
8010,14.95,3,4,5.0,Excellent
8011,14.98,7,4,4.6,Excellent
8012,14.99,1,4,4.0,Excellent
8013,10.0,1,4,5.0,Excellent
8014,12.63,2,4,4.5,Excellent
8015,6.0,1,4,5.0,Excellent
8016,6.69,15,1,4.3,Excellent
8017,22.0,3,1,5.0,Excellent
8018,5.99,1,1,5.0,Excellent
8019,14.99,1,1,5.0,Excellent
8020,12.99,1,1,5.0,Excellent
8021,0.0,2,1,4.0,Excellent
8022,0.0,7,1,4.6,Excellent
8023,0.0,14,1,4.9,Excellent
8024,29.99,2,1,4.5,Excellent
8025,12.95,1,1,5.0,Excellent
8026,6.99,1,1,5.0,Excellent
8027,2.59,134,1,4.0,Excellent
8028,79.01,1,1,5.0,Excellent
8029,6.9,6,1,4.0,Excellent
8030,5.61,1,1,5.0,Excellent
8031,29.5,1,1,5.0,Excellent
8032,10.99,1,1,5.0,Excellent
8033,19.99,2,1,5.0,Excellent
8034,71.43,1,1,5.0,Excellent
8035,0.0,1,1,4.0,Excellent
8036,7.55,1,1,5.0,Excellent
8037,7.85,2,1,4.0,Excellent
8038,3.42,5,1,4.8,Excellent
8039,0.0,1,1,4.0,Excellent
8040,9.99,1,1,5.0,Excellent
8041,12.99,1,1,5.0,Excellent
8042,14.99,1,1,5.0,Excellent
8043,0.0,7,1,5.0,Excellent
8044,0.0,1,1,5.0,Excellent
8045,19.99,1,1,5.0,Excellent
8046,14.99,2,1,4.5,Excellent
8047,9.95,1,1,5.0,Excellent
8048,15.0,4,1,4.5,Excellent
8049,12.35,14,1,4.9,Excellent
8050,3.38,2,1,5.0,Excellent
8051,0.0,1,1,5.0,Excellent
8052,20.0,2,1,5.0,Excellent
8053,17.24,3,1,5.0,Excellent
8054,54.9,1,1,5.0,Excellent
8055,3.99,1,1,5.0,Excellent
8056,84.99,1,1,4.0,Excellent
8057,14.95,1,1,5.0,Excellent
8058,9.75,1,1,5.0,Excellent
8059,0.0,1,1,5.0,Excellent
8060,12.95,1,1,5.0,Excellent
8061,0.0,1,1,5.0,Excellent
8062,11.99,12,1,4.9,Excellent
8063,7.48,3,1,4.3,Excellent
8064,14.99,2,1,5.0,Excellent
8065,14.99,1,1,5.0,Excellent
8066,0.0,1,1,5.0,Excellent
8067,2.94,516,1,4.2,Excellent
8068,54.99,3,1,5.0,Excellent
8069,15.0,7,1,4.4,Excellent
8070,31.51,5,1,5.0,Excellent
8071,0.0,3,1,5.0,Excellent
8072,8.6,1,1,4.0,Excellent
8073,28.25,12,1,4.6,Excellent
8074,12.99,13,1,4.7,Excellent
8075,10.99,1,1,4.0,Excellent
8076,0.0,1,1,5.0,Excellent
8077,15.34,5,1,4.4,Excellent
8078,0.0,112,1,4.6,Excellent
8079,17.77,2,1,4.5,Excellent
8080,11.75,2,1,5.0,Excellent
8081,13.65,1,1,4.0,Excellent
8082,19.95,1,1,4.0,Excellent
8083,6.95,8,1,4.6,Excellent
8084,14.99,9,1,4.6,Excellent
8085,18.98,1,1,5.0,Excellent
8086,12.99,4,1,4.5,Excellent
8087,39.7,2,1,4.5,Excellent
8088,56.98,1,1,5.0,Excellent
8089,0.0,1,1,5.0,Excellent
8090,4.93,3,1,4.0,Excellent
8091,0.0,13,1,4.9,Excellent
8092,0.0,62,11,4.6,Excellent
8093,8.73,2,11,5.0,Excellent
8094,26.64,3,11,5.0,Excellent
8095,16.18,2,11,4.0,Excellent
8096,14.99,1,11,4.0,Excellent
8097,7.25,1,11,5.0,Excellent
8098,0.0,1,11,5.0,Excellent
8099,21.49,2,11,5.0,Excellent
8100,39.95,7,11,4.9,Excellent
8101,18.85,1,11,4.0,Excellent
8102,12.49,8,11,4.4,Excellent
8103,4.99,1,11,5.0,Excellent
8104,9.28,4,11,4.8,Excellent
8105,17.49,2,11,5.0,Excellent
8106,19.99,1,1,5.0,Excellent
8107,32.81,4,0,5.0,Excellent
8108,10.99,1,0,5.0,Excellent
8109,29.99,5,0,4.2,Excellent
8110,9.99,1,0,5.0,Excellent
8111,9.99,2,0,4.5,Excellent
8112,16.32,39,1,4.9,Excellent
8113,0.0,1,1,5.0,Excellent
8114,20.0,2,1,5.0,Excellent
8115,9.95,4,2,5.0,Excellent
8116,4.99,6,2,4.5,Excellent
8117,447.99,1,3,5.0,Excellent
8118,9.61,4,3,4.8,Excellent
8119,15.21,1,3,5.0,Excellent
8120,9.07,2,3,4.5,Excellent
8121,24.95,1,3,5.0,Excellent
8122,15.66,2,3,5.0,Excellent
8123,7.95,7,3,5.0,Excellent
8124,9.79,11,3,4.7,Excellent
8125,7.99,1,3,5.0,Excellent
8126,9.79,18,3,4.8,Excellent
8127,12.88,1,3,5.0,Excellent
8128,123.69,1,3,5.0,Excellent
8129,4.58,46,3,4.7,Excellent
8130,12.95,7,3,5.0,Excellent
8131,14.99,1,3,5.0,Excellent
8132,0.0,2,3,5.0,Excellent
8133,16.99,4,3,4.0,Excellent
8134,0.0,10,1,4.5,Excellent
8135,6.92,1,1,5.0,Excellent
8136,10.75,3,1,5.0,Excellent
8137,34.49,2,1,5.0,Excellent
8138,10.9,17,1,4.8,Excellent
8139,8.99,10,1,4.4,Excellent
8140,19.95,3,1,4.0,Excellent
8141,4.77,1,1,5.0,Excellent
8142,25.99,66,3,4.6,Excellent
8143,14.73,1,3,5.0,Excellent
8144,20.0,3,3,4.3,Excellent
8145,7.99,14,3,4.4,Excellent
8146,8.95,3,3,5.0,Excellent
8147,39.96,1,3,4.0,Excellent
8148,57.95,2,3,5.0,Excellent
8149,9.85,3,3,5.0,Excellent
8150,23.99,1,3,5.0,Excellent
8151,4.99,7,3,4.7,Excellent
8152,6.99,2,3,4.5,Excellent
8153,9.85,5,3,5.0,Excellent
8154,7.29,5,3,4.6,Excellent
8155,39.99,1,3,5.0,Excellent
8156,6.99,10,3,4.6,Excellent
8157,0.0,1,3,5.0,Excellent
8158,30.98,2,3,4.5,Excellent
8159,0.0,63,3,4.2,Excellent
8160,7.99,18,3,4.7,Excellent
8161,11.29,4,3,5.0,Excellent
8162,29.99,43,4,4.8,Excellent
8163,25.0,1,4,5.0,Excellent
8164,19.99,1,4,5.0,Excellent
8165,7.99,17,4,4.9,Excellent
8166,17.78,3,4,5.0,Excellent
8167,9.99,6,4,4.2,Excellent
8168,6.99,8,4,4.1,Excellent
8169,14.97,1,2,5.0,Excellent
8170,9.52,14,2,4.9,Excellent
8171,4.59,2,2,5.0,Excellent
8172,0.0,4,2,4.3,Excellent
8173,28.4,1,2,5.0,Excellent
8174,9.99,4,2,5.0,Excellent
8175,10.99,1,2,5.0,Excellent
8176,0.0,7,2,5.0,Excellent
8177,4.55,18,2,4.9,Excellent
8178,8.99,7,2,4.6,Excellent
8179,29.99,19,1,4.3,Excellent
8180,10.95,9,1,4.8,Excellent
8181,5.99,3,1,4.3,Excellent
8182,9.95,1,1,5.0,Excellent
8183,15.89,1,1,5.0,Excellent
8184,12.99,8,1,4.9,Excellent
8185,4.24,2,1,5.0,Excellent
8186,23.22,1,1,5.0,Excellent
8187,2.99,8,1,4.8,Excellent
8188,24.73,5,1,4.6,Excellent
8189,14.95,1,1,4.0,Excellent
8190,62.33,1,1,5.0,Excellent
8191,8.99,2,1,5.0,Excellent
8192,12.95,1,1,5.0,Excellent
8193,0.0,19,1,4.7,Excellent
8194,28.74,5,1,5.0,Excellent
8195,14.86,12,1,4.6,Excellent
8196,35.99,2,1,4.0,Excellent
8197,12.69,9,1,4.8,Excellent
8198,7.03,4,1,5.0,Excellent
8199,0.0,2,1,5.0,Excellent
8200,0.0,7,1,4.9,Excellent
8201,0.0,3,1,5.0,Excellent
8202,32.18,2,1,5.0,Excellent
8203,16.02,3,1,4.3,Excellent
8204,91.41,4,1,5.0,Excellent
8205,40.99,1,1,5.0,Excellent
8206,0.0,1,1,5.0,Excellent
8207,15.46,2,1,5.0,Excellent
8208,11.99,7,1,4.3,Excellent
8209,38.39,1,1,5.0,Excellent
8210,9.95,1,1,4.0,Excellent
8211,23.99,9,1,4.1,Excellent
8212,4.4,6,1,4.0,Excellent
8213,15.7,17,1,4.6,Excellent
8214,173.6,2,1,5.0,Excellent
8215,7.79,3,1,4.0,Excellent
8216,3.24,4,1,5.0,Excellent
8217,14.72,5,1,4.0,Excellent
8218,29.99,1,1,5.0,Excellent
8219,19.75,1,1,5.0,Excellent
8220,13.99,2,1,4.0,Excellent
8221,0.0,9,1,4.9,Excellent
8222,24.99,1,1,4.0,Excellent
8223,0.0,6,1,4.5,Excellent
8224,11.95,1,1,5.0,Excellent
8225,9.95,12,1,4.3,Excellent
8226,6.71,7,1,4.0,Excellent
8227,0.0,20,1,4.9,Excellent
8228,0.89,1,1,4.0,Excellent
8229,99.99,15,1,5.0,Excellent
8230,6.99,2,1,4.5,Excellent
8231,5.49,6,1,5.0,Excellent
8232,6.95,5,1,4.6,Excellent
8233,24.74,1,1,4.0,Excellent
8234,9.81,1,1,5.0,Excellent
8235,8.52,1,1,5.0,Excellent
8236,7.59,24,1,4.2,Excellent
8237,9.99,7,1,4.6,Excellent
8238,14.65,7,1,5.0,Excellent
8239,13.99,3,1,5.0,Excellent
8240,179.55,1,1,5.0,Excellent
8241,0.0,1,1,5.0,Excellent
8242,195.53,2,1,5.0,Excellent
8243,8.23,4,1,5.0,Excellent
8244,7.0,3,1,4.7,Excellent
8245,8.2,7,1,4.3,Excellent
8246,11.99,1,1,5.0,Excellent
8247,40.0,1,1,5.0,Excellent
8248,5.99,7,1,4.7,Excellent
8249,24.99,60,2,4.7,Excellent
8250,100.49,3,2,4.7,Excellent
8251,9.95,4,2,4.5,Excellent
8252,0.0,3,2,4.3,Excellent
8253,0.0,6,2,4.8,Excellent
8254,7.99,3,2,5.0,Excellent
8255,10.49,5,2,4.8,Excellent
8256,9.76,1,2,4.0,Excellent
8257,0.0,1,2,5.0,Excellent
8258,28.4,11,2,4.7,Excellent
8259,4.11,1,2,5.0,Excellent
8260,15.27,17,1,4.2,Excellent
8261,18.77,7,1,4.9,Excellent
8262,6.85,2,1,4.0,Excellent
8263,0.0,33,1,4.8,Excellent
8264,0.0,7,1,5.0,Excellent
8265,23.5,2,1,5.0,Excellent
8266,14.41,4,1,5.0,Excellent
8267,0.0,25,1,4.1,Excellent
8268,12.99,12,1,4.3,Excellent
8269,19.97,56,1,4.5,Excellent
8270,6.75,4,1,5.0,Excellent
8271,41.99,1,1,4.0,Excellent
8272,0.0,37,2,4.5,Excellent
8273,15.92,6,2,4.8,Excellent
8274,39.98,1,2,5.0,Excellent
8275,0.0,6,1,5.0,Excellent
8276,22.86,5,1,4.8,Excellent
8277,4.99,2,1,4.5,Excellent
8278,39.99,4,1,4.8,Excellent
8279,9.99,10,1,4.4,Excellent
8280,3.57,3,1,4.7,Excellent
8281,8.58,5,1,4.8,Excellent
8282,5.99,21,1,4.4,Excellent
8283,13.9,1,1,4.0,Excellent
8284,18.95,6,1,4.5,Excellent
8285,8.44,12,1,4.6,Excellent
8286,12.78,2,1,4.5,Excellent
8287,5.81,66,2,4.8,Excellent
8288,7.99,6,2,4.5,Excellent
8289,19.99,13,2,4.4,Excellent
8290,3.49,1,2,5.0,Excellent
8291,4.83,1,2,5.0,Excellent
8292,14.99,76,3,4.5,Excellent
8293,21.59,1,3,5.0,Excellent
8294,299.77,1,3,5.0,Excellent
8295,7.99,2,3,5.0,Excellent
8296,27.99,3,3,4.3,Excellent
8297,9.79,4,3,5.0,Excellent
8298,5.4,1,3,4.0,Excellent
8299,0.0,8,3,4.3,Excellent
8300,19.46,6,3,4.0,Excellent
8301,9.99,1,3,5.0,Excellent
8302,27.17,1,3,5.0,Excellent
8303,11.97,1,3,5.0,Excellent
8304,56.99,3,1,5.0,Excellent
8305,6.5,2,0,4.5,Excellent
8306,4.75,1,0,5.0,Excellent
8307,0.0,25,0,4.0,Excellent
8308,6.5,17,0,4.9,Excellent
8309,6.69,1,0,5.0,Excellent
8310,43.99,200,4,4.9,Excellent
8311,49.95,2,4,5.0,Excellent
8312,5.99,47,4,4.2,Excellent
8313,21.0,7,4,4.9,Excellent
8314,89.95,4,1,5.0,Excellent
8315,15.0,379,17,4.1,Excellent
8316,89.95,7,1,5.0,Excellent
8317,3.5,3,1,4.7,Excellent
8318,3.5,2,1,5.0,Excellent
8319,0.0,16,1,4.5,Excellent
8320,9.39,4,1,4.0,Excellent
8321,17.0,8,1,4.4,Excellent
8322,6.0,1,1,5.0,Excellent
8323,8.26,5,1,4.6,Excellent
8324,3.99,1,1,4.0,Excellent
8325,10.35,1,1,5.0,Excellent
8326,0.0,2,1,5.0,Excellent
8327,12.86,2,1,5.0,Excellent
8328,6.5,4,1,4.8,Excellent
8329,2.0,1,1,5.0,Excellent
8330,4.29,1,1,5.0,Excellent
8331,0.0,4,1,4.5,Excellent
8332,9.99,2,1,5.0,Excellent
8333,7.27,177,1,4.4,Excellent
8334,0.0,10,1,4.0,Excellent
8335,10.0,1,1,5.0,Excellent
8336,3.5,2,1,4.5,Excellent
8337,37.17,24,5,4.8,Excellent
8338,5.0,28,5,4.3,Excellent
8339,3.99,1,5,4.0,Excellent
8340,1.99,132,5,4.5,Excellent
8341,14.99,1,5,5.0,Excellent
8342,14.2,42,5,4.4,Excellent
8343,6.5,1,5,5.0,Excellent
8344,2.13,2,5,5.0,Excellent
8345,1.5,3,5,4.3,Excellent
8346,75.69,2,5,4.0,Excellent
8347,10.99,1,5,5.0,Excellent
8348,27.17,6,5,4.2,Excellent
8349,13.99,1,1,5.0,Excellent
8350,0.0,1,1,5.0,Excellent
8351,17.79,2,1,5.0,Excellent
8352,44.99,13,2,4.4,Excellent
8353,3.5,2,2,5.0,Excellent
8354,4.99,4,2,4.8,Excellent
8355,5.95,3,2,5.0,Excellent
8356,5.99,8,2,4.1,Excellent
8357,19.99,8,2,4.9,Excellent
8358,29.35,3,2,5.0,Excellent
8359,2.99,111,2,4.2,Excellent
8360,9.81,1,2,5.0,Excellent
8361,24.99,3,2,4.7,Excellent
8362,12.99,16,2,4.4,Excellent
8363,9.95,31,2,4.2,Excellent
8364,2.99,3,2,4.3,Excellent
8365,12.99,2,2,4.5,Excellent
8366,3.99,1,2,5.0,Excellent
8367,25.95,1,2,5.0,Excellent
8368,4.29,1,2,5.0,Excellent
8369,17.9,1,2,5.0,Excellent
8370,40.0,1,2,5.0,Excellent
8371,0.0,7,1,5.0,Excellent
8372,69.95,17,5,4.8,Excellent
8373,5.5,1,5,5.0,Excellent
8374,23.75,4,5,4.5,Excellent
8375,0.0,3,5,5.0,Excellent
8376,13.99,3,1,4.0,Excellent
8377,1.99,2,1,4.0,Excellent
8378,4.1,9,1,4.4,Excellent
8379,35.0,2,1,4.5,Excellent
8380,10.25,7,1,4.7,Excellent
8381,16.88,1,1,4.0,Excellent
8382,14.01,1,1,4.0,Excellent
8383,15.0,3,1,5.0,Excellent
8384,9.99,3,1,5.0,Excellent
8385,18.5,2,1,5.0,Excellent
8386,38.76,1,2,5.0,Excellent
8387,7.75,16,2,4.5,Excellent
8388,37.34,1,2,5.0,Excellent
8389,35.0,1,2,4.0,Excellent
8390,12.99,23,2,4.9,Excellent
8391,1.01,53,2,4.1,Excellent
8392,12.99,1,1,5.0,Excellent
8393,0.0,1,1,5.0,Excellent
8394,0.0,2,1,5.0,Excellent
8395,2.99,1,1,5.0,Excellent
8396,12.25,3,1,4.7,Excellent
8397,19.99,74,2,4.8,Excellent
8398,12.0,1,2,5.0,Excellent
8399,16.09,16,1,4.4,Excellent
